"Order Id";"Order Date";"Ship Date";"Ship Mode";"Product_Count";"Sales";"Quantity";"Profit"
"CA-2017-169691";"15-06-2017";"18-06-2017";"First Class";3;146.89;11.0;53.81909999999999
"CA-2014-101770";"31-03-2014";"04-04-2014";"Standard Class";1;1.869;1.0;-1.3083
"CA-2017-105487";"08-10-2017";"14-10-2017";"Standard Class";4;419.83200000000005;9.0;133.6767
"CA-2017-148999";"30-01-2017";"04-02-2017";"Standard Class";1;419.136;4.0;-68.1096
"CA-2014-107573";"12-12-2014";"17-12-2014";"Standard Class";1;23.472;3.0;7.6284
"CA-2015-156608";"24-10-2015";"29-10-2015";"Standard Class";1;3.592;4.0;-6.286
"CA-2017-134495";"01-04-2017";"04-04-2017";"Second Class";4;269.4;12.0;-20.9436
"CA-2017-164098";"26-01-2017";"27-01-2017";"First Class";1;18.16;2.0;1.816
"CA-2014-105249";"28-11-2014";"28-11-2014";"Same Day";3;460.092;10.0;15.180000000000001
"CA-2015-113523";"04-09-2015";"08-09-2015";"Standard Class";1;7.656;4.0;-6.1248
"CA-2017-117821";"12-06-2017";"16-06-2017";"Standard Class";1;63.92;2.0;19.176
"CA-2017-164378";"15-07-2017";"18-07-2017";"Second Class";5;729.396;15.0;107.24640000000001
"CA-2017-127782";"02-11-2017";"06-11-2017";"Standard Class";4;891.504;11.0;-181.3609
"US-2016-162026";"08-10-2016";"08-10-2016";"Same Day";1;61.96;2.0;27.882
"CA-2016-150000";"08-04-2016";"14-04-2016";"Standard Class";1;17.92;4.0;8.6016
"CA-2015-168529";"08-10-2015";"12-10-2015";"Standard Class";1;145.9;5.0;62.737
"US-2017-152569";"15-05-2017";"20-05-2017";"Standard Class";2;67.824;4.0;22.6126
"US-2014-137680";"24-02-2014";"02-03-2014";"Standard Class";1;22.776;3.0;7.6869
"CA-2015-103177";"30-05-2015";"01-06-2015";"First Class";3;529.14;8.0;51.1548
"US-2016-138408";"18-11-2016";"21-11-2016";"Second Class";1;1319.96;4.0;527.984
"CA-2017-117667";"04-12-2017";"09-12-2017";"Standard Class";5;588.008;24.0;-20.3828
"CA-2016-110982";"05-06-2016";"07-06-2016";"First Class";2;79.792;10.0;22.7292
"CA-2016-147123";"10-12-2016";"12-12-2016";"First Class";1;80.28;12.0;36.9288
"CA-2017-154501";"30-04-2017";"05-05-2017";"Standard Class";1;9.78;2.0;4.0098
"CA-2017-166933";"24-04-2017";"28-04-2017";"Standard Class";1;1.81;1.0;0.6516
"CA-2015-142055";"08-05-2015";"10-05-2015";"First Class";1;37.94;2.0;18.2112
"CA-2015-137106";"31-03-2015";"04-04-2015";"Standard Class";1;79.96;5.0;27.986
"CA-2017-136609";"06-08-2017";"11-08-2017";"Standard Class";1;115.296;3.0;40.3536
"CA-2017-160885";"02-12-2017";"06-12-2017";"Standard Class";1;2479.96;4.0;743.988
"US-2016-167472";"06-06-2016";"07-06-2016";"First Class";7;678.8699999999999;23.0;280.8057
"CA-2015-120551";"13-04-2015";"20-04-2015";"Standard Class";1;17.43;3.0;8.0178
"US-2017-150595";"22-05-2017";"26-05-2017";"Standard Class";3;205.922;7.0;-54.7089
"CA-2016-134936";"19-12-2016";"25-12-2016";"Standard Class";3;471.624;14.0;-230.6928
"CA-2017-102967";"22-09-2017";"26-09-2017";"Standard Class";1;67.4;5.0;17.524
"CA-2017-151008";"07-09-2017";"08-09-2017";"First Class";2;151.72;6.0;58.0272
"CA-2014-159800";"28-11-2014";"01-12-2014";"First Class";2;183.61;10.0;46.7761
"US-2014-159618";"12-11-2014";"16-11-2014";"Standard Class";5;203.1212;18.0;17.784999999999997
"CA-2017-116113";"02-10-2017";"06-10-2017";"Second Class";1;10.16;2.0;3.4544
"CA-2015-125066";"14-12-2015";"18-12-2015";"Standard Class";2;62.459999999999994;4.0;17.7352
"US-2015-114741";"06-12-2015";"10-12-2015";"Standard Class";3;1347.27;9.0;248.6358
"CA-2017-133263";"31-03-2017";"02-04-2017";"Second Class";3;3098.6099999999997;10.0;1488.0236
"CA-2017-157966";"13-03-2017";"13-03-2017";"Same Day";7;1358.866;18.0;344.81390000000005
"CA-2014-151162";"05-12-2014";"09-12-2014";"Standard Class";5;362.466;13.0;-36.781800000000004
"CA-2016-136686";"12-12-2016";"16-12-2016";"Standard Class";2;440.15999999999997;9.0;138.5904
"CA-2017-137498";"09-09-2017";"14-09-2017";"Second Class";3;298.0;16.0;9.467
"CA-2017-163818";"04-10-2017";"08-10-2017";"Standard Class";1;19.98;1.0;8.5914
"CA-2016-161158";"09-05-2016";"13-05-2016";"Standard Class";1;8.0;5.0;3.44
"CA-2014-116673";"15-12-2014";"19-12-2014";"Second Class";1;6.16;2.0;1.9712
"CA-2017-105333";"30-11-2017";"04-12-2017";"Standard Class";3;899.1099999999999;10.0;170.87900000000002
"CA-2015-149993";"19-03-2015";"20-03-2015";"First Class";1;10.9;5.0;3.597
"CA-2016-115224";"08-12-2016";"11-12-2016";"Second Class";2;386.43;5.0;90.5814
"CA-2014-164742";"13-10-2014";"18-10-2014";"Second Class";2;264.92;3.0;36.5278
"US-2017-108014";"19-11-2017";"25-11-2017";"Standard Class";1;59.913;7.0;-45.9333
"CA-2017-160325";"24-09-2017";"24-09-2017";"Same Day";2;829.83;5.0;241.1094
"CA-2015-159779";"25-09-2015";"29-09-2015";"Standard Class";1;68.62;2.0;32.2514
"CA-2017-151176";"13-02-2017";"20-02-2017";"Standard Class";2;35.730000000000004;6.0;9.2898
"CA-2014-108903";"03-10-2014";"03-10-2014";"Same Day";3;212.952;10.0;5.523599999999999
"CA-2016-117919";"27-08-2016";"29-08-2016";"Second Class";2;94.08;6.0;29.034000000000002
"CA-2015-142475";"03-12-2015";"07-12-2015";"Standard Class";1;590.352;6.0;206.6232
"CA-2016-134516";"20-09-2016";"25-09-2016";"Standard Class";2;115.47999999999999;3.0;-10.001100000000001
"CA-2017-105193";"25-03-2017";"31-03-2017";"Standard Class";1;11.05;5.0;2.9835
"CA-2015-168634";"06-12-2015";"11-12-2015";"Standard Class";1;7.78;2.0;2.0228
"CA-2017-117198";"31-08-2017";"05-09-2017";"Standard Class";1;659.9;2.0;217.767
"CA-2015-145828";"05-10-2015";"07-10-2015";"First Class";1;53.04;3.0;-4.641
"CA-2017-121027";"18-08-2017";"22-08-2017";"Standard Class";2;2340.06;11.0;595.74
"CA-2016-158001";"23-08-2016";"27-08-2016";"Standard Class";3;1091.4399999999998;16.0;297.67080000000004
"CA-2017-125745";"30-06-2017";"04-07-2017";"Standard Class";1;19.52;2.0;5.368
"CA-2015-101154";"18-09-2015";"21-09-2015";"First Class";1;443.92;4.0;8.8784
"US-2016-124163";"25-09-2016";"30-09-2016";"Standard Class";4;773.59;19.0;243.6661
"CA-2016-121748";"24-10-2016";"28-10-2016";"Second Class";2;459.98;6.0;42.5988
"CA-2014-126683";"29-09-2014";"01-10-2014";"Second Class";2;2354.98;11.0;402.2562
"CA-2017-148810";"26-06-2017";"01-07-2017";"Standard Class";2;287.42400000000004;9.0;-8.9958
"US-2016-146066";"21-08-2016";"23-08-2016";"Second Class";1;815.292;9.0;-339.705
"CA-2014-127614";"11-02-2014";"15-02-2014";"Standard Class";3;1508.13;11.0;186.7374
"CA-2016-101742";"23-09-2016";"28-09-2016";"Second Class";1;10.528;7.0;3.6848
"CA-2015-134943";"05-12-2015";"06-12-2015";"First Class";1;152.8;5.0;76.4
"CA-2017-123022";"03-09-2017";"08-09-2017";"Standard Class";2;367.53000000000003;8.0;114.387
"CA-2014-154893";"21-12-2014";"27-12-2014";"Standard Class";2;1897.92;9.0;184.908
"CA-2014-147900";"23-09-2014";"28-09-2014";"Standard Class";1;28.8;9.0;10.08
"CA-2017-106355";"02-04-2017";"05-04-2017";"First Class";1;11.12;4.0;2.8912
"CA-2016-127985";"01-04-2016";"05-04-2016";"Second Class";1;7.04;4.0;3.0976
"CA-2015-166604";"15-05-2015";"20-05-2015";"Second Class";1;17.94;3.0;8.7906
"CA-2017-120719";"23-03-2017";"26-03-2017";"First Class";1;34.76;5.0;11.297
"CA-2017-127117";"14-04-2017";"19-04-2017";"Standard Class";1;74.45;5.0;20.1015
"CA-2015-104241";"04-01-2015";"09-01-2015";"Standard Class";1;192.22;14.0;69.1992
"CA-2017-168179";"02-11-2017";"07-11-2017";"Standard Class";1;19.44;3.0;9.3312
"CA-2017-142342";"17-07-2017";"19-07-2017";"Second Class";4;1295.0249999999999;17.0;255.23700000000002
"CA-2017-109099";"06-10-2017";"11-10-2017";"Standard Class";1;40.99;1.0;20.0851
"US-2014-134187";"04-11-2014";"11-11-2014";"Standard Class";1;2.94;1.0;0.7938
"CA-2016-145261";"18-12-2016";"21-12-2016";"First Class";7;610.4179999999999;25.0;-298.7024
"CA-2016-108875";"24-09-2016";"01-10-2016";"Standard Class";2;532.496;11.0;-88.31899999999999
"CA-2016-141957";"21-07-2016";"21-07-2016";"Same Day";4;195.92000000000002;12.0;6.1412
"CA-2016-142405";"11-06-2016";"15-06-2016";"Standard Class";3;458.574;19.0;157.006
"CA-2015-141012";"09-06-2015";"11-06-2015";"Second Class";2;495.736;7.0;101.1671
"CA-2017-127922";"27-10-2017";"03-11-2017";"Standard Class";2;24.288;4.0;8.184
"CA-2016-146318";"22-01-2016";"27-01-2016";"Standard Class";1;12.96;2.0;6.2208
"CA-2014-135993";"28-05-2014";"02-06-2014";"Standard Class";2;85.00800000000001;10.0;7.9488
"CA-2014-126802";"29-12-2014";"05-01-2015";"Standard Class";1;38.976;3.0;-50.6688
"CA-2016-143924";"28-07-2016";"03-08-2016";"Standard Class";2;130.36;9.0;63.0588
"CA-2016-141551";"24-09-2016";"30-09-2016";"Standard Class";2;12.86;2.0;6.0451999999999995
"CA-2014-164315";"02-04-2014";"08-04-2014";"Standard Class";3;1220.67;15.0;341.38239999999996
"CA-2014-131541";"28-07-2014";"28-07-2014";"Same Day";3;193.152;18.0;34.6984
"CA-2015-119550";"26-12-2015";"31-12-2015";"Standard Class";1;275.058;3.0;-90.3762
"US-2015-138093";"10-12-2015";"16-12-2015";"Standard Class";4;731.69;18.0;199.5861
"CA-2016-126165";"05-05-2016";"07-05-2016";"Second Class";1;71.088;2.0;-1.7772
"CA-2017-126123";"14-10-2017";"18-10-2017";"Standard Class";1;13.456;1.0;-23.548
"CA-2016-143441";"05-11-2016";"05-11-2016";"Same Day";1;11.84;1.0;4.44
"CA-2017-148320";"03-11-2017";"08-11-2017";"Standard Class";1;35.88;6.0;17.5812
"CA-2016-125661";"24-11-2016";"26-11-2016";"First Class";2;180.71200000000002;8.0;-7.461500000000001
"US-2014-123519";"14-12-2014";"21-12-2014";"Standard Class";3;403.114;3.0;-9.147799999999997
"CA-2014-155593";"03-11-2014";"08-11-2014";"Standard Class";1;11.64;3.0;3.3756
"CA-2017-136000";"22-09-2017";"25-09-2017";"Second Class";1;40.176;3.0;14.5638
"US-2015-160857";"08-05-2015";"15-05-2015";"Standard Class";5;3384.518;18.0;1082.9507
"CA-2017-115805";"31-07-2017";"31-07-2017";"Same Day";1;36.792;1.0;4.1391
"US-2014-143707";"01-03-2014";"05-03-2014";"Standard Class";1;5.94;3.0;1.6038
"CA-2017-116939";"25-09-2017";"29-09-2017";"Standard Class";1;177.55;5.0;47.9385
"CA-2015-124107";"09-10-2015";"12-10-2015";"Second Class";4;736.4730000000001;18.0;152.5158
"CA-2017-126550";"29-03-2017";"02-04-2017";"Second Class";1;81.4;5.0;21.164
"CA-2015-138674";"14-11-2015";"17-11-2015";"First Class";3;259.864;12.0;36.8418
"CA-2016-165820";"26-09-2016";"30-09-2016";"Standard Class";1;12.96;2.0;6.2208
"CA-2014-103191";"22-09-2014";"27-09-2014";"Standard Class";1;331.536;3.0;-82.884
"CA-2015-103933";"25-09-2015";"27-09-2015";"First Class";1;899.91;9.0;395.9604
"CA-2015-110548";"04-05-2015";"08-05-2015";"Standard Class";1;946.344;7.0;118.293
"CA-2017-117324";"08-12-2017";"13-12-2017";"Standard Class";5;1816.3600000000001;16.0;419.3294
"CA-2017-143574";"29-06-2017";"02-07-2017";"First Class";3;694.6700000000001;14.0;201.7916
"CA-2014-111773";"29-06-2014";"03-07-2014";"Standard Class";1;13.92;3.0;4.872
"CA-2014-148614";"20-01-2014";"25-01-2014";"Standard Class";2;38.66;4.0;15.082799999999999
"CA-2017-156139";"31-12-2016";"06-01-2017";"Standard Class";1;38.376;3.0;13.4316
"US-2017-147886";"28-03-2017";"31-03-2017";"First Class";7;1435.96;26.0;106.9836
"CA-2016-113733";"08-12-2016";"12-12-2016";"Standard Class";3;334.25600000000003;8.0;46.593399999999995
"CA-2017-104913";"18-11-2017";"22-11-2017";"Standard Class";1;74.95;5.0;36.7255
"CA-2014-145800";"30-05-2014";"05-06-2014";"Standard Class";1;355.455;3.0;-184.8366
"CA-2016-125850";"22-01-2016";"28-01-2016";"Standard Class";2;65.05;8.0;31.698999999999998
"CA-2016-118514";"03-02-2016";"10-02-2016";"Standard Class";1;866.4;4.0;225.264
"CA-2015-150749";"29-03-2015";"03-04-2015";"Second Class";1;5.56;2.0;1.4456
"CA-2014-163748";"14-10-2014";"18-10-2014";"Standard Class";2;2003.1200000000001;9.0;616.4554999999999
"CA-2015-119634";"11-08-2015";"16-08-2015";"Standard Class";1;46.152;3.0;12.1149
"CA-2015-149300";"22-11-2015";"23-11-2015";"First Class";1;32.985;3.0;-1.9791
"US-2016-111528";"30-12-2016";"30-12-2016";"Same Day";2;487.704;5.0;127.2978
"CA-2017-158169";"12-08-2017";"15-08-2017";"First Class";2;597.86;7.0;171.7944
"CA-2015-162047";"03-11-2015";"05-11-2015";"First Class";1;1448.82;10.0;209.274
"US-2014-126340";"08-11-2014";"14-11-2014";"Standard Class";1;333.576;3.0;25.0182
"CA-2016-149685";"08-10-2016";"15-10-2016";"Standard Class";1;60.144;6.0;20.2986
"CA-2017-126396";"08-09-2017";"12-09-2017";"Second Class";1;85.2;6.0;20.235
"CA-2015-154900";"25-02-2015";"01-03-2015";"Standard Class";1;3.15;1.0;1.512
"CA-2015-103835";"24-09-2015";"28-09-2015";"Standard Class";2;1173.03;7.0;340.4769
"CA-2015-158939";"26-11-2015";"01-12-2015";"Standard Class";1;599.99;1.0;233.9961
"CA-2016-117408";"31-08-2016";"06-09-2016";"Standard Class";1;23.968;2.0;2.3968
"CA-2016-142398";"12-04-2016";"16-04-2016";"Standard Class";2;651.496;8.0;-27.291600000000003
"CA-2016-105277";"04-12-2016";"08-12-2016";"Standard Class";1;15.528;3.0;5.823
"CA-2016-112060";"04-12-2016";"09-12-2016";"Standard Class";1;104.85;1.0;50.328
"CA-2014-105270";"11-11-2014";"18-11-2014";"Standard Class";2;143.128;4.0;19.1896
"US-2015-159513";"02-04-2015";"09-04-2015";"Standard Class";1;71.976;3.0;24.2919
"CA-2015-155586";"12-12-2015";"16-12-2015";"Second Class";3;54.17;9.0;24.4443
"CA-2017-141117";"02-10-2017";"08-10-2017";"Standard Class";4;374.618;26.0;-386.2183
"CA-2017-115070";"10-04-2017";"14-04-2017";"Second Class";1;12.32;5.0;1.848
"CA-2017-140186";"29-09-2017";"02-10-2017";"First Class";5;304.04600000000005;13.0;74.0986
"CA-2014-124856";"29-09-2014";"03-10-2014";"Second Class";4;1609.32;18.0;445.9008
"CA-2014-166716";"20-08-2014";"25-08-2014";"Second Class";1;421.372;2.0;-6.0196
"CA-2014-123225";"11-07-2014";"14-07-2014";"First Class";2;586.336;6.0;46.8264
"CA-2015-163440";"22-03-2015";"24-03-2015";"First Class";1;15.984;2.0;1.1988
"US-2017-106796";"12-05-2017";"19-05-2017";"Standard Class";1;10.272;3.0;1.1556
"CA-2017-113873";"13-11-2017";"19-11-2017";"Standard Class";2;267.7912;7.0;-21.0854
"CA-2016-149783";"04-09-2016";"07-09-2016";"Second Class";2;118.912;4.0;17.049599999999998
"CA-2016-125017";"06-02-2016";"11-02-2016";"Standard Class";1;132.224;4.0;-18.1808
"US-2015-163279";"22-03-2015";"26-03-2015";"Standard Class";3;1685.4560000000001;9.0;250.1694
"CA-2015-150196";"02-07-2015";"03-07-2015";"First Class";1;19.44;3.0;9.3312
"US-2015-106495";"15-06-2015";"17-06-2015";"First Class";1;11.672;1.0;-0.7295
"CA-2014-124730";"26-11-2014";"26-11-2014";"Same Day";5;414.63;24.0;139.19340000000003
"CA-2017-117632";"12-05-2017";"18-05-2017";"Standard Class";4;551.038;12.0;2.6339999999999995
"CA-2014-115056";"02-05-2014";"02-05-2014";"Same Day";1;26.136;3.0;1.9602
"CA-2017-161067";"03-09-2017";"06-09-2017";"Second Class";4;697.5249999999999;9.0;209.5822
"CA-2016-122063";"03-12-2016";"07-12-2016";"Standard Class";2;611.94;3.0;112.8474
"CA-2015-111206";"18-07-2015";"22-07-2015";"Standard Class";1;519.96;4.0;176.7864
"CA-2016-142895";"21-07-2016";"26-07-2016";"Standard Class";2;370.184;8.0;2.0358
"CA-2015-101868";"09-06-2015";"16-06-2015";"Standard Class";2;136.8;10.0;-50.9675
"CA-2017-133207";"27-11-2017";"03-12-2017";"Standard Class";1;57.568;4.0;5.7568
"CA-2015-132948";"27-03-2015";"03-04-2015";"Standard Class";1;83.7;5.0;3.348
"CA-2015-134992";"22-09-2015";"26-09-2015";"Second Class";2;80.38;7.0;26.5874
"CA-2015-126725";"17-11-2015";"21-11-2015";"Standard Class";7;1873.606;30.0;175.3879
"CA-2015-121783";"10-11-2015";"14-11-2015";"Standard Class";5;2165.1200000000003;12.0;644.3432
"US-2014-138835";"10-09-2014";"14-09-2014";"Standard Class";1;9.64;2.0;4.7236
"CA-2015-112214";"05-08-2015";"11-08-2015";"Standard Class";4;72.65;16.0;-19.77
"US-2017-153255";"03-09-2017";"07-09-2017";"Second Class";1;239.666;2.0;14.098
"CA-2015-108119";"01-11-2015";"08-11-2015";"Standard Class";1;301.96;2.0;45.294
"CA-2015-157434";"29-04-2015";"04-05-2015";"Second Class";1;7.968;2.0;2.8884
"CA-2016-101525";"01-05-2016";"04-05-2016";"Second Class";3;140.52;7.0;67.5444
"US-2014-117968";"05-08-2014";"07-08-2014";"Second Class";3;1217.3799999999999;10.0;318.929
"CA-2016-158211";"04-01-2016";"08-01-2016";"Standard Class";2;109.252;7.0;-79.594
"CA-2016-152247";"07-11-2016";"12-11-2016";"Standard Class";1;1603.136;4.0;100.196
"CA-2016-128223";"14-06-2016";"14-06-2016";"Same Day";1;1293.488;7.0;80.843
"CA-2016-154235";"24-09-2016";"28-09-2016";"Standard Class";1;127.95;3.0;21.7515
"CA-2017-129910";"30-03-2017";"03-04-2017";"Standard Class";1;59.76;1.0;16.7328
"CA-2017-133095";"04-06-2017";"04-06-2017";"Same Day";2;117.62;10.0;58.428399999999996
"CA-2015-130554";"07-04-2015";"09-04-2015";"First Class";1;11.736;3.0;1.0269
"CA-2014-152443";"21-05-2014";"26-05-2014";"Standard Class";3;711.6800000000001;16.0;297.08840000000004
"CA-2016-133319";"05-09-2016";"11-09-2016";"Standard Class";1;192.16;4.0;92.2368
"CA-2016-133935";"18-09-2016";"22-09-2016";"Standard Class";3;2056.0060000000003;20.0;131.24200000000002
"CA-2016-136301";"13-03-2016";"15-03-2016";"Second Class";2;4940.87;5.0;203.8564
"US-2014-109456";"16-10-2014";"17-10-2014";"Same Day";2;194.322;6.0;91.4088
"CA-2017-151596";"08-10-2017";"11-10-2017";"First Class";1;42.76;1.0;11.1176
"CA-2015-147879";"07-05-2015";"12-05-2015";"Standard Class";1;45.68;2.0;21.0128
"CA-2016-166625";"14-04-2016";"17-04-2016";"First Class";1;25.06;2.0;11.7782
"CA-2016-146157";"21-11-2016";"26-11-2016";"Standard Class";3;141.576;6.0;17.1082
"CA-2017-159954";"10-09-2017";"14-09-2017";"Standard Class";1;2.78;1.0;1.3622
"CA-2017-100825";"09-09-2017";"14-09-2017";"Standard Class";1;99.87;3.0;23.9688
"CA-2014-168305";"01-11-2014";"08-11-2014";"Standard Class";2;65.8;8.0;31.83
"CA-2016-167682";"03-04-2016";"09-04-2016";"Standard Class";2;331.08;8.0;146.828
"CA-2017-108000";"12-01-2017";"16-01-2017";"Standard Class";1;9.78;1.0;4.89
"CA-2015-146465";"20-11-2015";"24-11-2015";"Standard Class";1;24.192;9.0;7.56
"CA-2016-159639";"27-11-2016";"02-12-2016";"Standard Class";1;31.56;3.0;10.4148
"US-2017-153948";"06-11-2017";"06-11-2017";"Same Day";5;190.04999999999998;17.0;83.9592
"US-2016-113985";"02-12-2016";"07-12-2016";"Standard Class";4;203.108;11.0;75.6516
"CA-2016-155383";"17-12-2016";"22-12-2016";"Standard Class";1;46.53;3.0;13.0284
"CA-2014-120432";"24-08-2014";"26-08-2014";"Second Class";1;25.5;3.0;6.63
"US-2015-126977";"17-09-2015";"23-09-2015";"Standard Class";10;7678.228;40.0;543.2819
"CA-2016-130288";"26-11-2016";"30-11-2016";"Second Class";1;313.176;2.0;-120.0508
"CA-2017-146458";"19-11-2017";"22-11-2017";"Second Class";1;22.96;7.0;6.6584
"CA-2017-150420";"03-06-2017";"08-06-2017";"Standard Class";1;1099.5;10.0;362.835
"US-2014-118997";"08-04-2014";"12-04-2014";"Standard Class";1;1215.92;8.0;316.1392
"CA-2014-114314";"11-10-2014";"15-10-2014";"Standard Class";2;16.23;5.0;7.3605
"US-2017-169551";"07-07-2017";"09-07-2017";"First Class";6;1344.838;16.0;-62.289499999999975
"CA-2016-103107";"04-07-2016";"04-07-2016";"Same Day";3;274.856;11.0;37.5995
"CA-2017-122077";"19-05-2017";"25-05-2017";"Standard Class";2;109.208;5.0;13.894400000000001
"CA-2017-112431";"12-10-2017";"14-10-2017";"Second Class";2;441.71999999999997;14.0;132.33960000000002
"CA-2016-151092";"06-08-2016";"13-08-2016";"Standard Class";1;211.168;4.0;18.4772
"CA-2014-104178";"25-08-2014";"29-08-2014";"Standard Class";4;176.14;14.0;58.698
"CA-2015-115924";"14-09-2015";"18-09-2015";"Second Class";1;25.9;5.0;12.691
"CA-2017-161046";"05-03-2017";"05-03-2017";"Same Day";4;839.2500000000001;15.0;336.78499999999997
"US-2017-141698";"15-04-2017";"21-04-2017";"Standard Class";1;20.736;4.0;7.2576
"US-2014-105151";"30-03-2014";"31-03-2014";"First Class";1;10.5;5.0;2.94
"CA-2014-155796";"11-11-2014";"15-11-2014";"Second Class";2;545.928;6.0;-242.75119999999998
"CA-2016-127138";"12-03-2016";"15-03-2016";"Second Class";3;955.812;12.0;132.2836
"CA-2017-150602";"09-02-2017";"14-02-2017";"Second Class";1;21.12;4.0;6.5472
"CA-2014-140732";"11-11-2014";"13-11-2014";"Second Class";3;707.6279999999999;15.0;115.37960000000001
"CA-2017-119011";"20-08-2017";"25-08-2017";"Standard Class";3;351.65999999999997;12.0;79.3908
"CA-2016-166912";"15-01-2016";"17-01-2016";"First Class";1;81.98;2.0;40.1702
"CA-2014-141726";"20-07-2014";"22-07-2014";"First Class";4;176.494;10.0;78.7312
"CA-2017-115105";"06-02-2017";"11-02-2017";"Standard Class";1;240.784;1.0;30.098
"CA-2015-143980";"25-12-2015";"29-12-2015";"Standard Class";1;414.96;2.0;124.488
"CA-2016-135636";"08-10-2016";"13-10-2016";"Standard Class";1;387.72;5.0;-67.851
"CA-2017-102155";"13-07-2017";"17-07-2017";"Standard Class";2;373.94;4.0;99.9364
"CA-2017-116953";"24-04-2017";"25-04-2017";"First Class";1;552.0;10.0;34.5
"CA-2014-117765";"07-09-2014";"13-09-2014";"Standard Class";4;643.78;11.0;178.271
"CA-2016-114895";"21-11-2016";"28-11-2016";"Standard Class";1;12.96;2.0;6.3504
"CA-2017-112984";"16-09-2017";"18-09-2017";"Second Class";1;20.544;6.0;6.42
"CA-2016-163776";"19-07-2016";"25-07-2016";"Standard Class";6;1110.5;24.0;363.4222
"US-2017-163300";"15-09-2017";"21-09-2017";"Standard Class";3;2911.7839999999997;17.0;895.6085
"CA-2016-162187";"11-12-2016";"11-12-2016";"Same Day";5;1252.636;19.0;-263.5685
"US-2014-112991";"10-12-2014";"14-12-2014";"Standard Class";2;364.272;7.0;16.671
"CA-2014-124079";"13-12-2014";"17-12-2014";"Standard Class";2;93.17399999999999;5.0;3.5253000000000005
"CA-2017-107244";"07-09-2017";"11-09-2017";"Standard Class";1;19.76;4.0;8.2992
"CA-2015-100657";"02-11-2015";"07-11-2015";"Standard Class";1;109.764;2.0;8.5372
"CA-2017-129581";"11-12-2017";"18-12-2017";"Standard Class";1;128.85;3.0;3.8655
"CA-2017-129028";"01-04-2017";"03-04-2017";"First Class";1;127.95;3.0;21.7515
"CA-2015-135580";"30-12-2015";"03-01-2016";"Standard Class";5;3251.34;18.0;490.6038000000001
"CA-2016-159016";"10-03-2016";"11-03-2016";"First Class";2;4173.812;13.0;371.0568
"CA-2014-102652";"06-04-2014";"12-04-2014";"Standard Class";4;199.98999999999998;13.0;64.5077
"CA-2014-152422";"05-10-2014";"10-10-2014";"Second Class";1;91.92;5.0;11.49
"US-2016-156692";"13-08-2016";"13-08-2016";"Same Day";2;89.32000000000001;4.0;19.7976
"CA-2014-130869";"17-11-2014";"21-11-2014";"Standard Class";1;7.08;3.0;2.478
"US-2017-128832";"24-04-2017";"27-04-2017";"First Class";1;69.98;2.0;4.8986
"CA-2017-139717";"24-08-2017";"26-08-2017";"Second Class";2;656.6400000000001;10.0;68.3856
"CA-2017-136007";"23-02-2017";"02-03-2017";"Standard Class";2;80.36;10.0;25.522
"CA-2016-157364";"19-11-2016";"21-11-2016";"First Class";1;18.48;2.0;6.006
"US-2016-112970";"14-11-2016";"15-11-2016";"First Class";1;9.84;3.0;2.8536
"US-2017-152492";"06-07-2017";"06-07-2017";"Same Day";1;239.24;1.0;23.924
"CA-2016-101168";"25-12-2016";"01-01-2017";"Standard Class";1;21.12;4.0;6.5472
"CA-2017-104010";"23-04-2017";"25-04-2017";"First Class";1;54.9;5.0;15.372
"CA-2015-130253";"14-12-2015";"18-12-2015";"Standard Class";1;15.24;3.0;5.1816
"US-2015-155369";"19-04-2015";"25-04-2015";"Standard Class";2;329.96;6.0;-564.9804
"CA-2016-131205";"04-09-2016";"08-09-2016";"Standard Class";4;291.73999999999995;16.0;79.0364
"CA-2017-122364";"24-09-2017";"29-09-2017";"Standard Class";2;1365.48;6.0;252.37800000000001
"CA-2016-117912";"04-02-2016";"08-02-2016";"Standard Class";1;14.368;2.0;3.9512
"CA-2017-145702";"19-05-2017";"24-05-2017";"Second Class";2;342.23999999999995;10.0;-25.255200000000002
"CA-2016-154662";"09-06-2016";"16-06-2016";"Standard Class";1;692.94;3.0;173.235
"CA-2015-105571";"07-11-2015";"11-11-2015";"Standard Class";2;1361.6309999999999;14.0;-1044.4553
"CA-2016-152765";"15-06-2016";"18-06-2016";"First Class";1;173.488;7.0;54.215
"CA-2015-153878";"25-04-2015";"30-04-2015";"Standard Class";2;330.15;10.0;92.44200000000001
"CA-2016-124016";"23-09-2016";"26-09-2016";"Second Class";3;52.153;14.0;1.9730000000000008
"CA-2016-113551";"18-08-2016";"20-08-2016";"First Class";2;85.908;9.0;26.9798
"CA-2014-107524";"02-03-2014";"08-03-2014";"Standard Class";2;47.76;7.0;22.8112
"CA-2014-138072";"30-12-2014";"03-01-2015";"Standard Class";1;27.968;2.0;6.992
"CA-2015-134201";"10-04-2015";"16-04-2015";"Standard Class";2;156.70999999999998;7.0;44.3655
"CA-2015-111780";"25-12-2015";"30-12-2015";"Second Class";3;1230.5;11.0;239.23950000000002
"CA-2015-119942";"05-04-2015";"07-04-2015";"First Class";1;23.904;6.0;7.7688
"CA-2017-166695";"20-05-2017";"24-05-2017";"Standard Class";3;868.452;10.0;-55.21560000000001
"CA-2017-167542";"13-08-2017";"20-08-2017";"Standard Class";1;17.544;3.0;5.9211
