customer_id,trans_date,tran_amount
CS4775,14-Aug-14,57
CS1327,08-Mar-14,35
CS3526,27-Apr-14,62
CS4350,27-Aug-14,77
CS5805,20-Jul-14,35
CS3152,08-Apr-14,95
CS5395,25-Aug-14,102
CS4212,14-Mar-15,46
CS4381,11-Jul-14,40
CS2890,12-Dec-14,103
CS3968,30-Aug-14,36
CS4216,26-May-14,55
CS5678,06-Jun-14,68
CS1633,19-Feb-14,51
CS3229,17-Feb-14,68
CS5618,30-Oct-14,74
CS2352,11-Mar-14,77
CS5650,17-May-14,66
CS4508,04-Feb-14,67
CS4339,08-Jan-14,84
CS2431,08-Jan-14,100
CS4081,16-Jan-14,50
CS2205,18-Mar-14,93
CS2063,01-Oct-14,103
CS2319,10-Feb-14,89
CS4836,20-Jan-14,86
CS3696,29-Mar-14,93
CS3297,06-Feb-14,98
CS4973,30-Dec-14,46
CS4207,25-Jul-14,55
CS4690,27-Nov-14,65
CS4815,08-Mar-14,89
CS2472,15-Nov-14,55
CS3030,31-Jan-15,53
CS2807,09-Sep-14,75
CS5018,20-Jun-14,81
CS1807,19-Jan-14,66
CS3745,02-Aug-14,93
CS4734,18-Oct-14,43
CS2002,17-Jul-14,75
CS4059,02-Jan-14,57
CS2722,26-Jun-14,81
CS3879,10-May-14,83
CS5610,25-Feb-14,75
CS4536,17-Jun-14,98
CS4026,19-Jan-14,68
CS2803,16-Mar-14,68
CS3386,21-Aug-14,93
CS4067,02-Feb-14,59
CS5822,14-Feb-15,68
CS6033,16-Mar-14,43
CS6077,30-Jan-15,77
CS3116,09-Mar-14,47
CS4170,05-Jan-15,39
CS1617,02-Dec-14,77
CS2710,25-Jul-14,99
CS1547,14-Feb-14,102
CS3220,23-Apr-14,80
CS1978,29-Nov-14,59
CS4592,25-Apr-14,66
CS6009,28-Jan-14,55
CS1274,11-Mar-15,91
CS4954,09-Jul-14,38
CS4167,05-Jun-14,54
CS3654,20-Jan-15,103
CS5904,30-Jan-14,102
CS3295,26-Oct-14,99
CS5655,24-Mar-14,37
CS3195,13-Jun-14,72
CS2843,28-Aug-14,60
CS4924,01-Jun-14,65
CS1691,21-Feb-14,87
CS1759,21-Apr-14,102
CS5900,18-Jan-15,101
CS3703,04-Feb-14,103
CS3228,05-Dec-14,91
CS2700,16-Apr-14,101
CS2063,17-Nov-14,91
CS2599,06-Sep-14,94
CS3006,07-Feb-14,103
CS1807,19-Jan-14,95
CS4653,16-Dec-14,66
CS2348,25-Oct-14,42
CS3449,11-Oct-14,62
CS5748,07-Oct-14,35
CS1156,30-Dec-14,43
CS3371,11-Apr-14,90
CS1949,02-Oct-14,72
CS1556,07-Jan-14,100
CS4150,01-May-14,83
CS5679,18-Jan-15,105
CS1233,21-Nov-14,54
CS5001,22-Jan-14,57
CS2503,12-Jan-14,47
CS3910,02-Mar-15,82
CS2785,26-Feb-14,102
CS5350,31-Mar-14,46
CS4725,24-Mar-14,39
CS4409,17-Sep-14,42
CS4647,30-Sep-14,87
CS3060,08-Nov-14,35
CS3680,22-Aug-14,72
CS1360,21-Dec-14,90
CS3257,21-Jun-14,55
CS2915,17-Dec-14,58
CS4661,03-Oct-14,91
CS4202,03-Apr-14,73
CS3518,30-Apr-14,35
CS2113,27-Aug-14,85
CS2430,23-Apr-14,58
CS3001,09-Mar-14,95
CS2180,05-Nov-14,84
CS5040,31-Jul-14,102
CS1418,17-Oct-14,54
CS4065,31-Mar-14,74
CS4869,27-Dec-14,95
CS3783,02-May-14,93
CS5994,21-Jul-14,57
CS1609,30-Oct-14,43
CS4003,29-Jan-15,36
CS4286,21-Jun-14,91
CS3041,11-Feb-15,44
CS5410,11-Nov-14,71
CS2744,29-Jan-15,65
CS5196,15-Jan-15,85
CS5734,01-Jul-14,67
CS1477,03-Apr-14,89
CS1414,12-Mar-14,51
CS1704,15-Oct-14,97
CS2996,09-Dec-14,46
CS5977,11-Jan-15,95
CS4599,26-Nov-14,53
CS1556,12-Apr-14,92
CS1729,03-Mar-15,100
CS3300,09-Jan-15,70
CS3937,07-Jun-14,71
CS3220,26-Nov-14,43
CS5767,24-Dec-14,95
CS4276,24-Jan-14,61
CS5071,12-Feb-15,93
CS1863,24-Jan-15,50
CS1688,10-Jun-14,61
CS5009,22-Dec-14,93
CS3881,08-Aug-14,102
CS3059,03-Jan-14,100
CS5102,14-Feb-14,89
CS5598,02-Jul-14,52
CS4489,17-Sep-14,67
CS5033,10-Jun-14,101
CS3024,06-Nov-14,41
CS5749,23-Jul-14,76
CS1518,24-Mar-14,36
CS4120,26-Jan-14,59
CS3093,06-Nov-14,58
CS4240,27-Dec-14,99
CS4976,26-Aug-14,54
CS1474,17-Dec-14,68
CS5478,25-Aug-14,78
CS1732,25-Apr-14,72
CS5570,03-Feb-14,47
CS4927,27-Jan-15,57
CS5717,03-May-14,101
CS5331,10-Mar-14,55
CS5839,13-Mar-14,92
CS5463,04-Sep-14,79
CS4546,10-Jan-15,48
CS1414,01-Apr-14,101
CS1786,06-Nov-14,42
CS2989,22-Jan-14,40
CS3171,14-Oct-14,72
CS1608,04-Sep-14,54
CS4525,19-Jun-14,43
CS1734,01-Aug-14,54
CS4676,13-Oct-14,73
CS1175,23-Jan-15,44
CS3270,22-Jan-14,48
CS4357,20-Dec-14,83
CS1840,20-Sep-14,60
CS4410,13-Nov-14,88
CS1740,16-Jan-15,78
CS2648,19-Feb-15,71
CS5516,01-Jun-14,76
CS2735,06-Mar-14,61
CS5623,22-Sep-14,63
CS1270,20-Jul-14,83
CS3345,06-Jan-15,52
CS5398,14-Jul-14,58
CS2148,12-May-14,105
CS6088,15-Feb-14,43
CS3778,24-Oct-14,78
CS2918,16-Jan-14,44
CS1287,07-May-14,60
CS1409,15-May-14,49
CS1526,13-Feb-15,71
CS1378,15-Oct-14,103
CS2917,19-Feb-15,82
CS5037,05-Dec-14,86
CS3046,18-Oct-14,102
CS3865,14-Mar-14,96
CS3846,10-Dec-14,74
CS4462,16-May-14,89
CS5684,16-Mar-15,54
CS3520,07-Feb-14,102
CS4117,20-Jun-14,51
CS1177,06-Dec-14,68
CS4048,08-Jul-14,96
CS4127,04-Jun-14,89
CS5120,03-Jul-14,97
CS1803,29-Sep-14,78
CS4862,20-Sep-14,65
CS5662,07-Mar-15,68
CS2331,07-Mar-15,71
CS3369,18-Nov-14,97
CS2015,15-Dec-14,99
CS4187,04-Sep-14,86
CS1968,22-Jan-15,90
CS5573,19-Dec-14,38
CS2396,04-May-14,76
CS4187,14-Sep-14,64
CS2603,08-Oct-14,48
CS2173,03-Apr-14,40
CS3419,15-Jun-14,73
CS3456,08-Jan-15,94
CS3891,08-Jan-14,76
CS1454,16-Oct-14,87
CS5935,20-Feb-15,95
CS5302,15-May-14,67
CS5559,09-Aug-14,79
CS4953,08-Jul-14,97
CS4399,05-Nov-14,61
CS4219,30-Aug-14,99
CS3519,19-Jan-15,99
CS4466,08-Nov-14,44
CS3905,20-Feb-14,97
CS5408,03-Oct-14,36
CS6068,04-Oct-14,48
CS1994,09-Nov-14,56
CS1644,16-May-14,36
CS5692,29-Jan-14,52
CS2612,03-Jan-14,102
CS1942,17-Dec-14,49
CS2855,18-Jul-14,46
CS3752,03-Jul-14,57
CS4304,09-Jan-14,71
CS5284,23-May-14,69
CS4911,06-Nov-14,84
CS5841,27-Jun-14,53
CS4555,07-Oct-14,103
CS2789,20-Apr-14,35
CS5761,18-Feb-15,96
CS2235,03-Jun-14,93
CS2709,07-Mar-15,86
CS1739,11-Jan-15,53
CS3478,15-Apr-14,52
CS1818,12-Nov-14,38
CS3943,02-Oct-14,39
CS4871,23-Jun-14,71
CS4775,13-Jan-15,60
CS5953,06-Jul-14,55
CS2588,22-Mar-14,49
CS2129,08-Jan-15,85
CS2418,23-Jan-14,78
CS2424,09-Jan-14,85
CS5038,26-Oct-14,85
CS4047,03-Nov-14,42
CS5735,20-Apr-14,59
CS5768,16-Jun-14,48
CS6024,30-Nov-14,83
CS4634,02-Jan-14,94
CS5336,13-Jun-14,48
CS5200,07-Jan-15,52
CS3665,09-Aug-14,95
CS5856,18-Jan-14,105
CS2364,20-Jan-15,84
CS1509,21-Mar-14,72
CS1337,25-May-14,54
CS4044,04-Feb-14,79
CS5420,26-Feb-15,54
CS1515,18-Mar-14,96
CS5648,10-Apr-14,98
CS4743,29-Nov-14,68
CS4615,18-Oct-14,99
CS1324,04-May-14,49
CS5183,23-Sep-14,80
CS1857,09-Mar-15,49
CS5040,10-May-14,88
CS1152,10-Oct-14,41
CS3770,17-Apr-14,42
CS5816,09-May-14,39
CS4769,04-Jan-14,61
CS5066,25-Dec-14,53
CS3819,26-Sep-14,57
CS1232,01-May-14,69
CS3162,27-Sep-14,55
CS2312,23-Sep-14,79
CS5246,17-Dec-14,56
CS4058,01-Mar-14,63
CS2970,19-Aug-14,97
CS2821,21-Apr-14,71
CS5198,03-Mar-15,35
CS5989,17-Aug-14,86
CS5812,18-Sep-14,83
CS2727,31-Oct-14,40
CS1168,04-Sep-14,74
CS4485,07-May-14,98
CS1717,25-Apr-14,44
CS1189,18-Jun-14,51
CS1191,09-Jan-15,56
CS1154,02-Sep-14,65
CS2368,12-Jun-14,90
CS3371,10-Aug-14,62
CS2555,15-May-14,57
CS5215,03-Mar-15,89
CS3355,24-Oct-14,88
CS3636,10-Nov-14,54
CS1551,06-Jan-14,89
CS1194,01-Jan-14,74
CS1151,27-Jan-15,36
CS3953,13-Jul-14,89
CS5087,28-Jan-15,36
CS2434,05-Feb-15,53
CS2129,21-Feb-15,85
CS5949,02-Oct-14,74
CS3014,28-Jul-14,60
CS3740,13-Feb-14,59
CS2373,13-Oct-14,86
CS1574,27-Sep-14,49
CS4591,06-Jul-14,101
CS4454,01-Sep-14,40
CS2366,15-May-14,50
CS3738,04-Feb-14,54
CS5511,26-Aug-14,103
CS5371,24-May-14,60
CS3564,24-Jan-15,74
CS5117,08-Jan-14,66
CS3319,06-Oct-14,67
CS1881,18-Aug-14,96
CS3081,15-Dec-14,61
CS4339,29-Jan-15,49
CS1802,15-Feb-15,54
CS3866,05-Dec-14,61
CS5427,16-Dec-14,96
CS5233,20-Feb-14,74
CS4926,29-Jan-14,80
CS3175,09-May-14,85
CS4996,18-Apr-14,60
CS1901,01-Oct-14,86
CS1296,04-Mar-15,101
CS2798,28-Oct-14,95
CS3462,11-Dec-14,37
CS4530,24-Oct-14,88
CS4404,15-Mar-14,79
CS5087,15-Feb-14,92
CS2556,02-Jan-14,95
CS5891,20-Jan-14,105
CS4744,03-Aug-14,36
CS2300,28-Jun-14,101
CS1380,19-Oct-14,82
CS4694,24-Nov-14,60
CS3266,15-Apr-14,79
CS4247,26-Dec-14,78
CS1739,27-Jan-15,59
CS1860,29-Nov-14,44
CS2236,08-Jan-14,50
CS4940,06-Jun-14,35
CS2884,03-Jun-14,40
CS1806,25-Nov-14,44
CS1924,14-Feb-15,89
CS1290,25-Mar-14,85
CS5242,08-Feb-14,94
CS1324,06-Jun-14,97
CS3118,27-Jul-14,105
CS1681,01-Feb-14,39
CS5907,24-Apr-14,39
CS1419,23-Aug-14,105
CS5011,19-Jan-14,74
CS2577,17-Jul-14,76
CS6059,16-Aug-14,78
CS5595,19-Jan-15,35
CS1949,21-Jan-15,67
CS3426,08-Jul-14,80
CS2436,26-Mar-14,93
CS2322,10-Feb-15,80
CS2068,16-Apr-14,55
CS5274,17-Feb-14,64
CS1908,01-Dec-14,69
CS3173,09-Apr-14,82
CS5383,12-Sep-14,74
CS5965,20-Apr-14,96
CS1761,06-Feb-14,42
CS3457,22-May-14,69
CS2588,11-Dec-14,41
CS4523,06-Aug-14,41
CS2738,23-Nov-14,57
CS2500,04-Feb-14,56
CS2432,29-Jul-14,39
CS1263,28-Jan-14,92
CS1493,11-Mar-15,96
CS2519,05-Jan-15,94
CS2174,11-Dec-14,92
CS2423,11-Mar-15,79
CS5163,20-Dec-14,75
CS5512,07-Sep-14,67
CS4641,19-May-14,86
CS3079,05-Mar-14,97
CS3565,19-Jul-14,60
CS3747,28-Jan-15,83
CS2719,08-May-14,46
CS4855,04-Feb-14,105
CS4961,15-Jan-15,72
CS5531,13-Mar-14,101
CS2229,17-Feb-15,48
CS5277,01-Jul-14,82
CS2873,17-Feb-15,35
CS3406,02-Nov-14,59
CS1500,23-May-14,75
CS2341,16-Feb-15,64
CS3379,14-Jun-14,48
CS1401,12-Jan-14,76
CS1528,10-Jan-14,103
CS3139,07-Jan-14,93
CS4105,30-Dec-14,84
CS4109,10-Mar-15,57
CS3410,19-Jul-14,42
CS5917,14-Jun-14,66
CS1577,14-Dec-14,40
CS4035,06-Mar-15,72
CS4310,28-Oct-14,87
CS2145,27-Aug-14,74
CS1399,10-Jun-14,88
CS3362,08-Mar-14,95
CS6092,13-Jan-14,64
CS2208,02-Feb-15,97
CS1699,14-Jun-14,104
CS4133,02-Nov-14,58
CS4137,09-Dec-14,56
CS1870,24-Apr-14,51
CS2111,25-Feb-14,49
CS1159,16-Jan-15,40
CS6008,29-Apr-14,68
CS1887,21-Mar-14,90
CS2930,18-Apr-14,81
CS5979,14-Sep-14,58
CS1365,19-Nov-14,84
CS3021,22-May-14,61
CS4878,11-Sep-14,81
CS4911,08-Oct-14,83
CS5061,21-Jul-14,60
CS3606,18-Feb-15,57
CS3194,24-Sep-14,77
CS2575,17-Jul-14,81
CS3945,07-Dec-14,89
CS4710,28-Sep-14,101
CS4682,23-Aug-14,39
CS5346,11-Feb-15,80
CS3198,04-May-14,39
CS4623,12-Feb-15,95
CS5934,24-Dec-14,72
CS5268,19-Feb-14,88
CS5370,08-Oct-14,58
CS1601,28-Jul-14,39
CS3575,26-Jul-14,40
CS3271,06-Nov-14,68
CS2891,19-Jan-15,105
CS1212,06-Apr-14,87
CS5869,11-May-14,61
CS1844,21-Aug-14,60
CS2603,12-Jan-15,67
CS2936,17-Jun-14,52
CS3161,18-Sep-14,95
CS1797,25-Jan-15,78
CS2459,30-Apr-14,81
CS6038,30-Aug-14,77
CS3065,20-Apr-14,41
CS3553,16-Jul-14,64
CS3299,08-Dec-14,72
CS2000,30-Nov-14,68
CS2966,07-Jan-14,37
CS6049,22-Sep-14,44
CS6050,07-Mar-15,91
CS1187,22-Feb-15,103
CS5642,30-Jun-14,71
CS3009,24-Dec-14,35
CS6059,23-May-14,97
CS4589,19-Jan-14,37
CS3207,19-Oct-14,36
CS5301,16-Mar-15,97
CS2113,30-Mar-14,44
CS1151,10-Nov-14,52
CS2514,08-Sep-14,50
CS4808,11-Dec-14,45
CS5626,03-Jan-15,60
CS4021,02-Dec-14,55
CS4498,29-Sep-14,83
CS4867,21-Oct-14,71
CS5394,13-Mar-14,103
CS5185,23-Oct-14,99
CS3939,02-Jun-14,91
CS5533,22-Aug-14,68
CS3592,25-Jun-14,71
CS3876,16-Nov-14,57
CS1339,12-Feb-14,100
CS3880,26-Aug-14,37
CS4972,13-Jan-14,66
CS4934,08-Oct-14,45
CS5101,26-Jul-14,99
CS2649,05-Jan-14,88
CS3262,26-Feb-15,81
CS5110,13-Jan-15,80
CS5689,17-Jan-14,95
CS1656,24-Apr-14,44
CS3612,01-May-14,40
CS4609,11-Jan-15,83
CS1599,11-May-14,37
CS3898,25-Aug-14,40
CS1985,20-Dec-14,49
CS4571,11-Apr-14,73
CS3825,30-Sep-14,91
CS5886,24-Jun-14,57
CS5146,19-Sep-14,40
CS3470,10-Jan-14,91
CS1897,25-Apr-14,77
CS5655,21-Jan-14,65
CS3141,30-Apr-14,57
CS5501,05-Dec-14,80
CS1433,13-Jan-15,90
CS3095,31-Mar-14,57
CS5591,11-Jan-15,53
CS5901,30-Mar-14,50
CS2089,06-Apr-14,62
CS4798,01-Sep-14,103
CS2113,07-Feb-14,79
CS1186,04-Mar-14,66
CS5130,19-May-14,72
CS4671,18-Jul-14,35
CS1273,17-Feb-15,94
CS1559,02-Mar-15,98
CS5753,03-Apr-14,74
CS4147,13-Jul-14,52
CS5821,01-May-14,85
CS5423,27-Mar-14,92
CS5575,04-Oct-14,38
CS4428,27-Jan-14,79
CS1960,06-Mar-15,82
CS1369,05-Mar-14,86
CS1704,07-May-14,102
CS1947,23-Jan-14,98
CS5847,08-Feb-15,52
CS2666,01-May-14,40
CS4660,14-Nov-14,45
CS5687,21-Apr-14,87
CS3733,26-Apr-14,79
CS2787,23-Nov-14,40
CS3164,27-Nov-14,81
CS4651,13-Dec-14,81
CS1841,03-Mar-15,48
CS5209,26-Aug-14,51
CS5003,25-Oct-14,82
CS4717,07-Feb-14,103
CS3718,14-Jun-14,43
CS5399,11-Apr-14,93
CS1123,16-Feb-14,91
CS5604,18-Apr-14,52
CS5037,12-Mar-15,104
CS1422,11-Mar-15,95
CS1501,28-Sep-14,53
CS3189,12-Nov-14,104
CS5651,16-Jan-14,60
CS1413,16-Jan-15,75
CS4547,02-Jul-14,60
CS1584,11-Dec-14,60
CS4567,21-Jul-14,56
CS1706,29-Aug-14,87
CS2657,11-Jul-14,101
CS3201,20-Mar-14,97
CS3415,06-Mar-14,102
CS5364,04-Dec-14,62
CS1400,16-Jun-14,45
CS3454,26-Dec-14,95
CS1910,01-Jan-15,55
CS3630,20-Apr-14,48
CS6076,17-Feb-15,90
CS5397,30-Mar-14,75
CS4145,28-May-14,88
CS2085,27-Apr-14,77
CS3232,13-Jan-14,76
CS4970,07-Oct-14,84
CS2319,18-Nov-14,40
CS2097,21-Jan-15,86
CS2422,06-Jan-15,84
CS6031,30-Sep-14,98
CS2649,30-Nov-14,70
CS1794,23-Feb-15,49
CS3020,09-Feb-15,42
CS3683,14-Mar-14,82
CS2902,27-Nov-14,105
CS5244,02-Jul-14,76
CS2015,09-Mar-14,99
CS3959,18-Mar-14,53
CS1234,20-Sep-14,36
CS1282,28-Mar-14,72
CS1612,25-Feb-15,39
CS2401,02-May-14,91
CS4472,05-Sep-14,93
CS5039,24-Jul-14,103
CS4992,08-Dec-14,51
CS4781,27-Feb-15,69
CS4591,23-Dec-14,48
CS3788,19-Mar-14,41
CS3437,30-Jan-14,105
CS2980,30-Sep-14,75
CS3161,21-Nov-14,92
CS5587,12-Aug-14,101
CS3510,16-Oct-14,35
CS2524,29-Jul-14,90
CS2655,09-Oct-14,35
CS2370,22-Aug-14,38
CS5948,23-Jan-15,68
CS2821,18-Jul-14,77
CS1780,27-Apr-14,46
CS1411,19-Jan-15,104
CS4011,22-Aug-14,50
CS1119,19-Apr-14,66
CS2468,29-Mar-14,53
CS1757,10-Jun-14,39
CS3702,07-Oct-14,37
CS5953,25-May-14,86
CS5182,16-Apr-14,82
CS3679,11-Apr-14,52
CS4038,09-Aug-14,69
CS4233,08-Oct-14,69
CS1869,12-Apr-14,62
CS3877,21-Sep-14,43
CS4659,30-Jan-15,49
CS5846,15-Feb-14,99
CS4059,18-Aug-14,54
CS4389,15-Nov-14,46
CS1588,08-Nov-14,50
CS1468,14-Feb-15,95
CS2714,14-Oct-14,61
CS1920,22-Nov-14,49
CS5538,20-Jul-14,77
CS2492,20-Jan-14,44
CS4031,21-Jan-15,59
CS1582,29-Sep-14,85
CS5731,05-Jul-14,82
CS2115,09-Jul-14,97
CS2914,08-Mar-14,104
CS3237,24-Feb-15,42
CS5375,09-Nov-14,95
CS4461,08-Aug-14,82
CS1463,28-Aug-14,52
CS4450,06-Mar-14,43
CS4004,17-Apr-14,78
CS2665,12-Jun-14,57
CS2878,09-Sep-14,35
CS3232,22-Jan-14,63
CS3063,01-Dec-14,70
CS2619,18-Dec-14,105
CS2696,23-Jan-14,98
CS4940,16-Dec-14,48
CS5398,27-Jun-14,96
CS3923,11-Feb-14,96
CS4062,13-Mar-15,74
CS5924,29-Sep-14,37
CS2957,13-Mar-14,103
CS1660,24-Feb-15,77
CS2053,30-Sep-14,87
CS5539,16-Aug-14,82
CS2962,13-Jan-14,42
CS4717,14-Jan-14,63
CS3846,07-Mar-15,57
CS5036,04-Oct-14,61
CS3042,10-Feb-15,66
CS6059,01-Nov-14,87
CS1988,13-Jan-15,51
CS3709,14-Jun-14,87
CS3320,18-Dec-14,75
CS2519,06-Nov-14,83
CS1216,24-Jul-14,99
CS4199,18-Feb-14,45
CS2296,18-Mar-14,69
CS1733,26-Jul-14,56
CS5791,24-Feb-15,50
CS4611,06-Dec-14,54
CS3719,11-Apr-14,54
CS2244,12-Jul-14,79
CS1171,02-May-14,67
CS5224,18-Oct-14,84
CS5922,13-Jan-15,60
CS3017,23-May-14,76
CS2624,23-May-14,76
CS2253,19-Jan-15,93
CS1128,29-Mar-14,104
CS5007,07-Nov-14,66
CS3867,20-Apr-14,89
CS1158,04-Dec-14,42
CS3871,08-Mar-15,75
CS1627,19-Jul-14,38
CS1720,06-Feb-15,62
CS5107,30-May-14,103
CS5606,20-Mar-14,94
CS3819,08-Jan-14,66
CS5858,27-Jun-14,58
CS1485,06-Oct-14,96
CS3526,12-Nov-14,73
CS3505,20-Oct-14,84
CS1237,24-Apr-14,101
CS2677,03-May-14,80
CS3846,30-May-14,57
CS2707,12-Jul-14,76
CS2373,09-Jan-14,40
CS4477,15-Oct-14,50
CS5818,25-Jul-14,101
CS3946,18-Jan-15,36
CS1959,14-May-14,85
CS2257,30-Nov-14,92
CS3353,29-Dec-14,88
CS3454,22-Jan-15,55
CS2780,27-Jan-15,94
CS5460,08-Mar-15,92
CS2721,18-Feb-14,52
CS2355,24-Mar-14,73
CS4312,18-Apr-14,96
CS1632,23-Jun-14,73
CS3287,30-Jan-15,62
CS2871,07-Oct-14,69
CS2260,24-Sep-14,60
CS2700,22-Nov-14,62
CS2075,23-May-14,63
CS5031,14-Sep-14,50
CS4711,10-Feb-15,93
CS4217,20-Sep-14,71
CS1312,24-Aug-14,96
CS4590,10-Jun-14,63
CS1802,10-Apr-14,45
CS2245,11-Dec-14,75
CS3712,02-Sep-14,45
CS2496,13-Feb-15,62
CS5637,22-Nov-14,100
CS2362,10-Jan-15,44
CS3228,05-Jul-14,67
CS5018,31-Dec-14,98
CS4503,29-Jul-14,42
CS2394,16-Mar-14,71
CS5157,16-Sep-14,66
CS5419,28-Sep-14,100
CS5984,10-Oct-14,77
CS2034,18-Aug-14,41
CS1590,02-Jan-14,67
CS2095,20-Dec-14,96
CS5503,10-Feb-14,93
CS5184,07-Jan-14,81
CS5556,20-Sep-14,46
CS3641,08-Feb-14,81
CS3440,02-Jan-15,39
CS5979,09-Mar-15,97
CS3870,05-Jun-14,102
CS3368,04-Sep-14,49
CS1555,04-May-14,51
CS5617,20-Jun-14,46
CS1196,12-Feb-14,64
CS3481,13-May-14,82
CS6034,16-Jan-15,81
CS4025,15-Feb-14,97
CS4722,07-Nov-14,89
CS4654,26-Sep-14,85
CS1580,07-Sep-14,84
CS3327,01-May-14,71
CS4495,28-Nov-14,35
CS2228,22-Nov-14,52
CS1357,13-Jun-14,100
CS4256,08-Jan-15,73
CS1600,23-Aug-14,83
CS5670,25-Aug-14,91
CS2761,04-Feb-15,42
CS5933,12-Jan-15,38
CS2811,01-Mar-14,50
CS4244,13-Dec-14,95
CS5792,30-Aug-14,57
CS2804,08-Jan-14,79
CS1571,13-Feb-15,36
CS3087,30-Mar-14,84
CS5091,15-Jan-14,75
CS4473,05-Jun-14,54
CS1692,15-Mar-15,49
CS1520,13-May-14,38
CS2837,04-Dec-14,38
CS2055,22-Apr-14,51
CS4463,24-Sep-14,77
CS1390,23-Aug-14,67
CS3404,15-Feb-15,80
CS5056,07-Aug-14,81
CS4805,15-Nov-14,100
CS4003,01-Dec-14,66
CS4049,07-Dec-14,63
CS2384,31-Jan-15,53
CS1336,22-May-14,97
CS4121,04-Jun-14,62
CS4596,27-Mar-14,94
CS2601,29-Jan-15,69
CS2596,22-Dec-14,96
CS2647,15-Nov-14,86
CS3571,28-Oct-14,38
CS5323,26-Jan-14,37
CS4855,01-Jan-14,91
CS3741,27-Dec-14,64
CS4691,18-Feb-14,101
CS2389,19-May-14,69
CS2172,13-Jan-15,60
CS4942,13-Jun-14,70
CS5084,11-Feb-15,66
CS2325,18-May-14,72
CS4150,24-Jul-14,44
CS2413,19-Jun-14,100
CS2463,03-Mar-15,96
CS3969,26-Mar-14,76
CS5393,19-Mar-14,64
CS6007,28-Sep-14,79
CS4784,08-Mar-14,38
CS2203,09-Nov-14,55
CS5156,10-Dec-14,51
CS3036,30-Jun-14,72
CS5954,30-Jul-14,55
CS1279,03-Sep-14,67
CS2127,05-Mar-15,56
CS4175,19-Apr-14,68
CS4599,02-Apr-14,70
CS1800,12-Jul-14,66
CS4695,04-May-14,71
CS4457,27-Jun-14,63
CS1802,01-Feb-15,68
CS2878,13-Feb-14,67
CS2498,05-Mar-14,52
CS4514,05-Mar-14,44
CS5725,25-Feb-14,91
CS1319,07-Aug-14,51
CS3614,21-Sep-14,62
CS2494,15-Mar-15,72
CS3873,17-Aug-14,51
CS2525,25-Jan-14,71
CS2854,25-Dec-14,44
CS1870,02-Jul-14,45
CS3597,13-Jan-15,93
CS5481,04-Jul-14,52
CS5492,01-Nov-14,89
CS3267,19-Jun-14,42
CS2009,19-Dec-14,82
CS1338,16-Apr-14,103
CS1540,09-Dec-14,93
CS5741,27-Sep-14,82
CS4795,23-Oct-14,63
CS3855,18-Mar-14,64
CS2371,25-Apr-14,105
CS3352,26-Jan-15,54
CS1490,10-Feb-15,39
CS4267,19-Jun-14,65
CS1843,22-Aug-14,64
CS4676,14-Jun-14,49
CS4031,14-Dec-14,105
CS4478,26-Apr-14,65
CS5325,24-Jul-14,50
CS4995,23-Jul-14,58
CS3349,29-May-14,96
CS5045,20-May-14,70
CS4525,05-May-14,57
CS1656,14-Oct-14,64
CS4008,24-Oct-14,88
CS4058,07-Apr-14,46
CS3332,06-Jan-15,44
CS5141,18-Mar-14,86
CS3388,15-Feb-15,41
CS5109,05-Jan-14,65
CS2702,08-Jun-14,70
CS2583,24-Jan-15,85
CS4539,24-May-14,105
CS5906,15-Feb-15,43
CS4993,14-Apr-14,43
CS4284,22-Apr-14,74
CS3400,14-May-14,54
CS4877,30-Sep-14,103
CS4320,25-Dec-14,104
CS2054,30-Jan-15,69
CS4426,17-Jan-14,35
CS1678,31-Dec-14,79
CS3274,27-Oct-14,52
CS1257,25-May-14,46
CS3183,19-Feb-14,92
CS5306,06-Feb-15,85
CS3950,11-Feb-15,37
CS2577,08-Mar-15,84
CS1791,14-Mar-15,64
CS2711,28-Jan-14,88
CS3563,10-Feb-14,102
CS5114,21-Jan-14,74
CS5130,02-Dec-14,50
CS6097,14-Aug-14,92
CS4471,25-Mar-14,56
CS1434,05-Apr-14,73
CS2513,15-Jun-14,93
CS5492,18-Feb-15,72
CS2483,30-Nov-14,89
CS4260,21-Aug-14,53
CS5816,08-Dec-14,82
CS4450,02-Jan-14,41
CS5703,03-Feb-14,69
CS3268,05-Apr-14,66
CS5494,14-May-14,104
CS5382,29-Oct-14,58
CS3068,24-Jul-14,44
CS3055,19-Oct-14,100
CS4615,07-Nov-14,77
CS5739,19-Feb-14,75
CS5131,09-Jul-14,83
CS2912,17-Jul-14,99
CS6103,25-Jun-14,40
CS5000,11-Feb-15,105
CS5942,08-Mar-15,57
CS3390,15-Apr-14,89
CS3998,02-Mar-15,101
CS1870,30-Nov-14,98
CS3501,26-Apr-14,103
CS1283,25-Feb-15,49
CS4270,20-Dec-14,40
CS2821,26-Apr-14,74
CS5697,05-May-14,74
CS4539,28-Jun-14,35
CS4707,31-Oct-14,93
CS4225,25-Oct-14,58
CS1850,14-Jan-15,86
CS5862,12-Aug-14,85
CS5279,19-Feb-14,57
CS2309,02-Aug-14,59
CS4275,03-Jan-15,95
CS1695,05-Apr-14,81
CS1535,30-May-14,46
CS5799,01-Feb-15,83
CS5986,16-May-14,39
CS1231,27-Sep-14,43
CS1856,04-Feb-15,53
CS3407,01-Nov-14,69
