ID,Interest_Rate,EMI
APPK50083759034,14.99,1189
APPK50091316626,16,1055
APPK50094424046,15.75,2419
APPK50130675835,12.99,2736
APPK50131259832,16.75,1013
APPK50141099813,20,265
APPK50157688848,28.5,1370
APPK50192448434,14.85,484
APPK50205455214,16.75,791
APPK50211398405,31.5,885
APPK50221151601,20,1325
APPK50221957626,35.5,471
APPK50228067446,15.25,4861
APPK50234903834,20,578
APPK50239818235,20,2087
APPK50246798016,15.35,719
APPK50298553204,17,1566
APPK50301291849,20,1858
APPK50310141208,31.5,996
APPK50330347222,15.35,1742
APPK50351245622,20,913
APPK50362818212,24,949
APPK50368475023,23.5,1616
APPK50414312437,13.49,690
APPK50416178641,19,504
APPK50451505015,14.85,833
APPK50453304412,18.25,1123
APPK50479759018,28.5,500
APPK50480803629,17.5,754
APPK50486858038,16.25,1223
APPK50487351025,18.5,898
APPK50492198805,12.99,3219
APPK50494305627,13,2730
APPK50507647638,20,372
APPK50523098231,18.15,589
APPK50526941639,16,283
APPK50533366031,20,743
APPK50539907013,20,396
APPK50545582046,13.5,5090
APPK50571015014,16.2,1221
APPK50585467408,13,1138
APPK50608847445,20,1007
APPK50608879223,15.5,1082
APPK50613745409,29.5,1731
APPK50634289405,18.4,1002
APPK50668833006,20,265
APPK50682901037,20,372
APPK50696203248,20,1522
APPK50702629214,31.5,1438
APPK50737689646,31.5,885
APPK50737791236,20,743
APPK50760342818,28.5,1124
APPK50772708032,13.49,4477
APPK50795529444,13.99,233
APPK50798695628,20,1457
APPK50805532829,20,743
APPK50806222615,15.25,478
APPK50813755638,33,1149
APPK50851752444,11.99,3949
APPK50874752042,15.25,1044
APPK50878243422,18.4,296
APPK50899193846,14.85,474
APPK50908172632,14.25,1318
APPK50923491814,20,926
APPK50931106639,20,1192
APPK50932336236,18.25,408
APPK50958013835,17,497
APPK50963047203,24,1438
APPK50980209805,15.25,933
APPK50989502635,24,1151
APPK60004504808,16.75,575
APPK60016274013,35.5,196
APPK60022713631,18.4,364
APPK60026012617,18.25,856
APPK60026841012,14.85,1897
APPK60031407804,15.25,486
APPK60048724208,11.99,1316
APPK60069548427,16.75,840
APPK60070746222,16.25,982
APPK60087396833,24,1174
APPK60111586416,14.85,1499
APPK60123915816,16.75,1236
APPK60125917446,16.75,977
APPK60146161832,31.5,866
APPK60149097615,14.85,1943
APPK60151934028,20,1060
APPK60177445005,14.85,1110
APPK60185657214,18,1270
APPK60189364813,13.99,1367
APPK60201185402,14.85,692
APPK60202741836,13.99,546
APPK60214741225,15.25,478
APPK60225866003,13.5,407
APPK60234483621,13.49,541
APPK60237983016,17.5,502
APPK60241928237,24,392
APPK60266361826,17,577
APPK60276823422,31.5,848
APPK60278621206,14.5,688
APPK60279156433,18.4,592
APPK60281016007,28.5,1370
APPK60282675244,16.25,1125
APPK60321313407,18.5,1745
APPK60324517008,20,530
APPK60336255823,15.5,1039
APPK60337842635,19,1375
APPK60370108621,18.25,363
APPK60389493223,20,1060
APPK60415245444,17.5,1055
APPK60416247635,28.5,833
APPK60417464417,13.5,3451
APPK60419685443,20,1115
APPK60420731001,15.25,486
APPK60439841234,31.5,775
APPK60444803844,15.5,698
APPK60463757617,31.5,848
APPK60475731621,28.5,878
APPK60479305826,14.85,2845
APPK60480878808,18.4,563
APPK60482079838,20,954
APPK60510823205,14.49,1176
APPK60525765007,18.25,363
APPK60532714217,17,1141
APPK60544319424,14.85,1038
APPK60551404036,18.25,945
APPK60553091419,20,1033
APPK60574658015,20,662
APPK60583548641,14.25,722
APPK60589381618,37,881
APPK60631452241,28.5,551
APPK60670564649,14.85,1352
APPK60688705228,16.75,494
APPK60694243207,17.5,2537
APPK60709262415,20,556
APPK60714972218,20,743
APPK60717195605,20,848
APPK60720892646,16.75,1120
APPK60734762203,27,1088
APPK60739011616,20,397
APPK60753458236,15.25,2392
APPK60757129429,14.85,692
APPK60762775443,20,1828
APPK60805959619,13.49,966
APPK60812108039,14.85,1210
APPK60816116649,15.75,871
APPK60825822636,13.99,1803
APPK60837636822,31.5,775
APPK60844049442,37,596
APPK60845719819,16.75,890
APPK60855831611,14.85,474
APPK60857474014,18.25,1088
APPK60860295042,13.75,2291
APPK60862647049,13.75,2720
APPK60881577401,18.25,250
APPK60883291428,14.85,1388
APPK60951388401,14.5,1350
APPK60973963615,15.5,618
APPK60982856847,37,417
APPK60985817835,13.99,342
APPK60990165814,14.85,474
APPK60998165218,19,299
APPK60999167002,16.75,862
APPK70008456829,13.5,1354
APPK70017127205,20,1035
APPK70029102424,18,1234
APPK70032952205,20,742
APPK70043115629,16.75,575
APPK70043341037,24,846
APPK70043496403,13.99,1582
APPK70057309048,31.5,775
APPK70058641449,20,768
APPK70058656631,15.5,481
APPK70074939228,15.5,843
APPK70103871643,20,901
APPK70126925812,14.85,1944
APPK70147195208,13.99,1709
APPK70147724441,20,530
APPK70158361832,20,1166
APPK70181491431,18.4,1127
APPK70206938217,15.35,1808
APPK70217738415,14.85,1038
APPK70220875637,13,774
APPK70244108848,14.25,1287
APPK70251696607,15.5,1203
APPK70259253227,16.15,705
APPK70271681411,14.8,474
APPK70277383641,19,519
APPK70282178625,20,265
APPK70282515028,13.99,1163
APPK70287784217,13.99,1489
APPK70293965837,13.99,1421
APPK70314291229,28.5,1103
APPK70314907628,28.5,1124
APPK70333015837,15.25,239
APPK70333238201,16.75,717
APPK70337747018,20,372
APPK70361781635,15.25,1962
APPK70376161433,15.25,559
APPK70379925813,20,530
APPK70382847444,31.5,738
APPK70384761644,15.75,605
APPK70388101448,20,372
APPK70393071629,14.25,343
APPK70405223804,18.25,1557
APPK70427869648,13.49,1035
APPK70435261009,17.5,1077
APPK70444978812,16,1994
APPK70445018648,21.5,4100
APPK70447137041,13.99,698
APPK70455121031,20,874
APPK70472538648,13.99,1557
APPK70473838611,31.5,688
APPK70485028616,15.5,1082
APPK70486054414,35.5,746
APPK70529706047,20,874
APPK70556977844,19,986
APPK70567227628,24,1438
APPK70571963017,11.99,1316
APPK70601787016,14.25,899
APPK70606542011,13.99,1743
APPK70624785421,25.5,2173
APPK70631923215,20,530
APPK70632446602,14.5,482
APPK70637601233,13.99,1366
APPK70640335619,24,978
APPK70667559607,37,417
APPK70676589434,24,288
APPK70680556802,15.25,2177
APPK70685069006,19.75,1515
APPK70687267021,18.4,512
APPK70704285209,20,1115
APPK70714798811,13,455
APPK70720997013,20,1192
APPK70733287038,13.99,1967
APPK70737504448,13.99,1572
APPK70745699013,18.4,256
APPK70773876239,13.49,1311
APPK70778514035,20,1139
APPK70781219049,18.25,944
APPK70785768846,20,396
APPK70791401418,18.4,592
APPK70797176044,16.75,494
APPK70801939247,13.49,1127
APPK70815006638,15.25,1739
APPK70816021022,31.5,433
APPK70819216247,13.99,1709
APPK70820177817,20,609
APPK70823184213,16.35,883
APPK70829378406,21.5,547
APPK70832109008,18,998
APPK70833839836,13.99,1709
APPK70837908435,14.85,237
APPK70863962234,15.25,2097
APPK70887185019,19,778
APPK70895778619,18.5,898
APPK70902784632,18.4,1076
APPK70904427634,13.5,1150
APPK70908165016,15.25,837
APPK70910429643,20,1060
APPK70919218847,14.85,474
APPK70928126226,18.5,728
APPK70948408238,14.85,4151
APPK70950785837,14.85,119
APPK70954363246,18.4,1103
APPK70970697843,14.85,2253
APPK70996177422,18.25,620
APPK80003322027,27,1088
APPK80003402623,31.5,996
APPK80009466207,15.25,478
APPK80013623037,14.55,965
APPK80035475021,18.25,842
APPK80055503446,15.75,701
APPK80058233028,15,1002
APPK80078584815,13.5,1979
APPK80082937047,18.15,435
APPK80083056203,20,1060
APPK80089782846,17.5,1055
APPK80094415031,20,761
APPK80098543648,37,808
APPK80101282212,16.75,977
APPK80106879847,16.75,791
APPK80112149204,14.85,555
APPK80120818845,16.75,1063
APPK80125812835,35.5,864
APPK80142467021,20,892
APPK80164949228,24,863
APPK80168306408,28.5,1370
APPK80210646812,13.99,4098
APPK80234682245,28.5,833
APPK80240733609,15.5,481
APPK80247449845,18,1270
APPK80248036201,20,265
APPK80272767403,19.75,264
APPK80284621431,28.5,1054
APPK80289854632,31.5,738
APPK80299168445,31.5,1180
APPK80317049225,20,1018
APPK80317534639,31.5,738
APPK80327232033,14.85,3082
APPK80332978802,13,2227
APPK80357034238,16.25,1472
APPK80363561824,15.25,1901
APPK80368023025,14.49,1323
APPK80373182407,20,372
APPK80386927827,31.5,794
APPK80400055413,15.75,1209
APPK80427067237,15.25,696
APPK80439107831,11.99,1245
APPK80479079049,18.25,726
APPK80487545614,20,763
APPK80487557618,16.75,986
APPK80496266435,16.75,355
APPK80525636212,15.25,1196
APPK80540562617,16.75,493
APPK80550626405,18.5,924
APPK80558922042,18.5,502
APPK80560142408,18.25,544
APPK80572523437,24,575
APPK80586691847,18,508
APPK80587647634,16,948
APPK80589984609,17,866
APPK80593178434,18.25,255
APPK80595092418,14.49,1379
APPK80616671426,15.25,696
APPK80617515444,13.99,480
APPK80619702638,17,1616
APPK80630898801,13.25,3432
APPK80635634005,13.25,4119
APPK80649624231,18.25,1001
APPK80663709835,14.25,1444
APPK80676871029,20,1060
APPK80677714205,15.25,839
APPK80678048632,20,1192
APPK80701693808,13.75,2448
APPK80722296215,28.5,351
APPK80731212838,20,821
APPK80734898048,13.99,861
APPK80742885202,24,575
APPK80751557226,13.99,1709
APPK80754583415,28.5,1476
APPK80784864816,24,288
APPK80816242806,14.85,3557
APPK80829453636,18.25,638
APPK80838472028,14.85,555
APPK80886899231,13.99,2650
APPK80905048222,28.5,1300
APPK80913261424,20,636
APPK80915515215,19,1167
APPK80925456242,13.99,960
APPK80929572848,20,1007
APPK80929644424,14.85,4163
APPK80931687011,20,927
APPK80932118009,15.25,5430
APPK80945409614,18.15,1274
APPK80955271806,28.5,1195
APPK80955664623,20,761
APPK80971424443,31.5,885
APPK90013654247,28.5,351
APPK90018234603,31.5,340
APPK90034667416,14.85,1423
APPK90039149041,13.99,931
APPK90047317809,13,2139
APPK90048351643,14.49,1176
APPK90055226424,20,509
APPK90059046033,15.25,1196
APPK90073807233,18.15,362
APPK90078701816,16.75,742
APPK90100346237,16.25,2152
APPK90101939206,13.49,1895
APPK90103149847,11.99,3159
APPK90119002447,18.25,544
APPK90138029642,13.99,1557
APPK90142111207,20,509
APPK90151629008,28.5,1249
APPK90166894223,20,1298
APPK90170576641,20,926
APPK90174739602,13.5,1150
APPK90191564012,14.5,2650
APPK90201894032,37,464
APPK90222947014,14.85,3557
APPK90225268624,15.75,1465
APPK90232435008,31.5,775
APPK90236482048,13.99,1025
APPK90259224215,20,768
APPK90269357011,20,450
APPK90284755605,15.5,1203
APPK90285431614,28.5,1054
APPK90288188824,18.25,740
APPK90297419012,14.75,691
APPK90298727411,12.99,2275
APPK90299482814,31.5,369
APPK90306523009,13.99,907
APPK90307735212,13.99,546
APPK90316972003,31.5,433
APPK90319299209,33,693
APPK90321804441,15.5,481
APPK90333781409,15.5,562
APPK90334526215,16.75,494
APPK90349403845,18.4,948
APPK90357719602,18.15,510
APPK90362525245,15.25,2261
APPK90362911619,14.85,726
APPK90365697215,18.5,1078
APPK90392095221,20,372
APPK90426118827,20,768
APPK90427903805,13.5,956
APPK90463306825,20,265
APPK90475338014,31.5,885
APPK90503531402,16.75,711
APPK90505123002,20,556
APPK90518177008,17,577
APPK90540569004,13.99,2792
APPK90542565205,17,577
APPK90547895432,16.75,1261
APPK90576698804,20,595
APPK90581231432,16.75,1063
APPK90583348217,18.25,797
APPK90601548823,19,1038
APPK90632201005,15.5,1047
APPK90636476214,13.99,2186
APPK90640665214,13.99,1047
APPK90645728608,20,530
APPK90645818025,31.5,433
APPK90650274448,20,954
APPK90654724243,15.5,842
APPK90669186444,13.99,2400
APPK90675399404,35.5,746
APPK90679403839,19,1090
APPK90680267814,28.5,968
APPK90697765042,14.49,1434
APPK90702539641,16.75,493
APPK90721209836,15.5,349
APPK90729127043,13,660
APPK90738671804,20,397
APPK90740462031,18.25,738
APPK90749217405,15.5,730
APPK90752334445,15.25,280
APPK90768257412,16.75,1236
APPK90776296009,20,743
APPK90791576419,18.25,817
APPK90820794407,13.49,2300
APPK90837118046,12.99,2730
APPK90846658622,15.25,1398
APPK90849582843,13.75,1437
APPK90882585048,18.25,363
APPK90882657212,16.75,1137
APPK90903688624,15.75,484
APPK90904064636,20,1226
APPK90916927845,13.99,1967
APPK90927931434,28.5,1476
APPK90933847246,24,978
APPK90940185203,35.5,864
APPK90948004045,15.25,419
APPK90948565418,16.75,1508
APPK90958243248,16.75,355
APPK90967699217,28.5,1195
APPK90969392412,13.99,4918
APPK90977168605,31.5,1033
APPK90978891646,20,954
APPK90992304243,15.5,698
APPL10017629345,18.4,799
APPL10026058327,22,1575
APPL10040419708,14.85,2352
APPL10045171929,28.5,703
APPL10047585117,35.5,455
APPL10051844549,20,874
APPL10069662132,18.25,363
APPL10073052911,18.25,1180
APPL10076837746,32.5,438
APPL10100807549,20,874
APPL10105374919,13.99,1776
APPL10116517509,18.5,502
APPL10128915121,13.99,233
APPL10141606332,15.5,175
APPL10144575911,20,2093
APPL10145202923,13.99,2240
APPL10147466938,15.25,1044
APPL10178009302,13.99,535
APPL10180903946,20,1065
APPL10203341903,15.75,488
APPL10212813532,28.5,1103
APPL10215842143,15.75,977
APPL10222695718,20,1113
APPL10249547736,18.4,1002
APPL10268027511,15.25,1196
APPL10274158347,14.75,901
APPL10291958113,15.5,618
APPL10292726102,37,482
APPL10296634134,15.25,1808
APPL10297323132,14.85,1186
APPL10310474705,15.25,1021
APPL10321315128,14.85,1209
APPL10332131149,20,795
APPL10341466931,20,743
APPL10345417137,13.99,1749
APPL10365588916,14.25,234
APPL10365745549,16,979
APPL10365926906,20,530
APPL10386561508,20,980
APPL10388683707,18,499
APPL10401971731,16.75,355
APPL10442789904,15.75,1451
APPL10445142126,16.25,245
APPL10463833119,14.85,1360
APPL10486148722,19.75,264
APPL10508661514,15.5,1058
APPL10510519149,14.85,902
APPL10513079144,18,508
APPL10514478943,18.5,502
APPL10516872509,20,874
APPL10518511104,21.5,1033
APPL10523076547,15.5,722
APPL10556115544,23.5,1616
APPL10573367734,16.25,569
APPL10576383739,13,1341
APPL10579204337,13.99,1582
APPL10599869749,20,954
APPL10611308946,14.85,1280
APPL10614432136,31.5,959
APPL10618868124,18.4,692
APPL10620379941,31.5,738
APPL10628787725,16.75,493
APPL10632538132,15.5,487
APPL10632649706,14.85,1384
APPL10636502948,15.75,564
APPL10637789315,20,669
APPL10641295523,27.5,1943
APPL10644771711,20,795
APPL10648108324,18.25,1174
APPL10655938934,16.2,1707
APPL10674109337,13.99,3306
APPL10676583302,16.15,1057
APPL10678709102,28.5,968
APPL10683986102,31.5,811
APPL10696066533,16.75,493
APPL10707508527,24,921
APPL10708871946,13.5,478
APPL10710007137,15.25,542
APPL10712369119,13.99,1163
APPL10726169502,20,689
APPL10733019333,12.99,2275
APPL10738977745,15.5,1082
APPL10746746514,16.75,742
APPL10754007121,24,834
APPL10768589101,20,530
APPL10769563913,19,403
APPL10781772115,20,1060
APPL10785013704,20,1696
APPL10789549319,24,863
APPL10809929914,20,743
APPL10813971114,13.49,1472
APPL10817864327,16.75,1149
APPL10828797947,20,2093
APPL10870781311,15.75,564
APPL10873501121,16.75,853
APPL10882913112,15.5,481
APPL10905155507,18.25,791
APPL10907876515,18.4,710
APPL10927416923,15.5,977
APPL10932382137,20,509
APPL10936072315,24,892
APPL10946587534,16.75,494
APPL10958408705,16.35,530
APPL10961478906,14.85,1399
APPL10965853338,31.5,811
APPL10975854725,28.5,1037
APPL10979951506,13.25,3234
APPL10982608119,14.85,2498
APPL10985881723,13.49,1081
APPL10988081733,14.25,1444
APPL10988641926,20,743
APPL20002469711,18,998
APPL20010351747,16.75,575
APPL20010784738,20,913
APPL20016566137,18.25,653
APPL20023178508,13.75,2094
APPL20024314311,15.25,1398
APPL20030752944,14.85,1186
APPL20031202319,15.5,1660
APPL20035999733,14.85,968
APPL20045386702,14.85,1038
APPL20048533522,18.25,255
APPL20054273549,31.5,340
APPL20064982525,15.25,1808
APPL20065818149,32.5,987
APPL20068987509,18.15,1031
APPL20070284309,20,1192
APPL20072573347,15.75,1911
APPL20072842943,28.5,1054
APPL20087739337,14.85,749
APPL20097798117,14.85,902
APPL20117141113,14.85,833
APPL20122986942,20,927
APPL20128829113,17.5,1080
APPL20136518728,15.25,1044
APPL20149571728,13.99,465
APPL20152302348,16.75,816
APPL20153641902,14.85,555
APPL20160327116,20,743
APPL20163102501,37,281
APPL20169226133,14.85,2253
APPL20181264747,20,509
APPL20198262332,15.5,1636
APPL20201645121,18.25,1001
APPL20222813138,31.5,811
APPL20239144523,15.25,5218
APPL20271302538,18,1803
APPL20282002904,20,463
APPL20290603501,20,609
APPL20294356948,24,1438
APPL20297088117,18.15,1384
APPL20302653919,14.49,1270
APPL20315254916,31.5,303
APPL20337128942,13.5,2389
APPL20339414124,33,718
APPL20357564928,31.5,866
APPL20376883747,13,2730
APPL20380491726,24,1206
APPL20387129922,26.5,1020
APPL20411299516,12.99,2457
APPL20413411501,15.25,1398
APPL20414031905,20,1400
APPL20420677742,31.5,369
APPL20428112547,20,818
APPL20449684127,14.85,854
APPL20462632941,35.5,1060
APPL20476882106,20,1881
APPL20495487913,16.75,742
APPL20499437313,20,1166
APPL20509784315,15.25,718
APPL20520717116,13.5,896
APPL20524518748,24,1438
APPL20528006303,15.25,1196
APPL20539365716,19,778
APPL20548727317,18.25,708
APPL20571311706,23.5,1616
APPL20572326707,15.25,1739
APPL20577281143,16.25,854
APPL20582745118,20,1643
APPL20585847534,12.99,1570
APPL20590309731,31.5,885
APPL20602927718,18.25,1744
APPL20605351928,16.75,816
APPL20608455702,14.85,925
APPL20638132717,24,1177
APPL20640804312,28.5,1124
APPL20649566545,31.5,959
APPL20675512139,14.5,471
APPL20676231525,18.5,1078
APPL20677838517,13.99,854
APPL20684603308,16.75,494
APPL20691778324,16.75,862
APPL20694279345,20,1018
APPL20702704342,14.25,468
APPL20760892516,20,1018
APPL20763253943,13,1127
APPL20778391149,19,1115
APPL20780119721,20,795
APPL20787387533,13.99,465
APPL20796109327,20,1855
APPL20804556109,20,509
APPL20814364539,14.85,4163
APPL20818692707,18.15,1178
APPL20820172146,18.25,1088
APPL20840689118,18.5,770
APPL20845867329,20,1298
APPL20847697906,20,795
APPL20858962317,16.15,488
APPL20859367113,18.25,915
APPL20877169103,24,863
APPL20891971549,18.4,982
APPL20901208318,16.25,491
APPL20907987927,18,1351
APPL20908866344,20,2331
APPL20911871145,20,1298
APPL20921824327,35.5,785
APPL20922271308,14.85,346
APPL20928024917,31.5,433
APPL20946815102,18.25,511
APPL20947398921,16.25,489
APPL20963992112,16.75,840
APPL20966661113,28.5,416
APPL20966953111,18.4,512
APPL20972389318,35.5,943
APPL20990951944,16.75,1137
APPL20992207539,31.5,996
APPL30002083727,31.5,775
APPL30010892113,20,1060
APPL30028282134,18.25,1501
APPL30029674316,20,1166
APPL30047801114,31.5,959
APPL30048536542,20,768
APPL30049799943,18,881
APPL30054725139,17.5,1256
APPL30064161333,17,357
APPL30077618315,15.25,452
APPL30096571315,24,834
APPL30102583545,19.05,4489
APPL30106452925,15.25,1196
APPL30118553701,20,578
APPL30121037529,24,1141
APPL30122307704,16.25,353
APPL30125381343,18,254
APPL30127999943,24,834
APPL30129688716,20,1060
APPL30145478144,35.5,707
APPL30154863939,15.75,488
APPL30164659716,13.99,1967
APPL30169917121,15.5,1058
APPL30177316749,20,520
APPL30185632524,18.25,1149
APPL30187899925,18,550
APPL30197341508,15.5,1203
APPL30197661137,14.25,824
APPL30237294106,13.99,1093
APPL30250194929,14.85,2145
APPL30256044932,14.75,1247
APPL30258355308,15.25,661
APPL30267547129,14.85,1038
APPL30273134136,15.75,484
APPL30273664105,20,530
APPL30274892713,19,916
APPL30285313521,15.5,722
APPL30302359724,16.5,2488
APPL30304756117,20,689
APPL30306005519,20,874
APPL30311213141,18.25,918
APPL30320994935,13.99,1025
APPL30334573917,15.25,839
APPL30368864331,13.5,1911
APPL30372316532,31.5,589
APPL30378016747,31.5,996
APPL30393258903,17.5,1658
APPL30403187321,20,1033
APPL30418681948,13.49,1018
APPL30420879533,18,362
APPL30426227107,17.75,1462
APPL30438693548,14.85,711
APPL30476009521,17,1243
APPL30477916512,13,2146
APPL30499925711,18.25,1072
APPL30500982301,11.99,4670
APPL30507446721,15.25,1770
APPL30526195315,16,1219
APPL30529503335,13.49,1624
APPL30550418745,13.99,1163
APPL30574155307,16.5,1716
APPL30609994133,13.75,2856
APPL30610331747,18.15,589
APPL30611977733,15.5,1348
APPL30634628917,20,913
APPL30639042147,31.5,369
APPL30654225724,25.5,1630
APPL30701244116,19,461
APPL30727213744,20,768
APPL30757906137,28.5,1335
APPL30775468539,35.5,864
APPL30778491927,18.4,1101
APPL30801379332,20,913
APPL30804444114,22,4411
APPL30820672315,16.75,1480
APPL30823586519,18,294
APPL30834544726,27,1631
APPL30865744109,20,1325
APPL30871086534,17,497
APPL30879539342,14.85,902
APPL30888445925,14.85,692
APPL30905519501,18.4,512
APPL30914323506,15.5,349
APPL30928549137,28.5,1195
APPL30929045512,17,547
APPL30949886347,32.5,509
APPL30955936132,15.25,957
APPL30959655541,31,1484
APPL30969422701,13.25,2769
APPL30977426135,20,372
APPL30987646137,32.5,339
APPL40011231123,15.5,758
APPL40016814112,16.75,862
APPL40031045123,13.99,854
APPL40060691707,15.75,488
APPL40069449124,31.5,982
APPL40078392932,17,1933
APPL40081467726,33,287
APPL40094131317,15.25,1118
APPL40120673327,17,1283
APPL40122438741,28.5,1195
APPL40148778311,16.35,1426
APPL40154537736,20,530
APPL40169322917,20,1139
APPL40174617143,14.85,2466
APPL40182224321,18.5,1245
APPL40183849543,31.5,884
APPL40196095715,31,1418
APPL40199918133,18,1778
APPL40207753509,16.25,1223
APPL40208595144,35.5,588
APPL40218618942,24,575
APPL40222976909,16.75,1436
APPL40230081741,20,530
APPL40250142937,13.99,683
APPL40250224729,20,1552
APPL40255769728,16.75,1236
APPL40264648512,18.4,545
APPL40306257323,14.85,474
APPL40308235945,24,834
APPL40312058141,16,730
APPL40329007128,31.5,885
APPL40339171947,25.5,2073
APPL40346424712,20,372
APPL40350518314,20,450
APPL40359656149,12.99,3219
APPL40361893913,14.85,1280
APPL40367007943,14.85,692
APPL40397653914,17.75,884
APPL40400437308,15.25,1076
APPL40400879548,31.5,1070
APPL40409567934,16.75,395
APPL40415494342,31.5,692
APPL40423792933,13.75,995
APPL40423796522,17.5,502
APPL40428459914,14.85,1721
APPL40440155507,31.5,346
APPL40470621106,20,1007
APPL40484366345,13.99,820
APPL40491765714,13,674
APPL40502721716,20,913
APPL40516532305,35.5,707
APPL40523063128,16,490
APPL40527271741,31.5,397
APPL40535467337,15,1421
APPL40542648148,20,1192
APPL40552544331,31.5,701
APPL40562337538,15.5,481
APPL40573326515,31.5,443
APPL40583251547,18.4,501
APPL40584482309,18.25,500
APPL40593523545,14.85,1755
APPL40598822938,20,795
APPL40614044738,18.25,740
APPL40634233501,20,1113
APPL40641624711,31.5,811
APPL40662848309,20,530
APPL40682159112,35.5,864
APPL40691842741,20,901
APPL40692378936,13.99,2326
APPL40692464742,18.25,715
APPL40695384147,16.75,742
APPL40703085748,20,578
APPL40712141726,15.25,1398
APPL40730562903,15.75,677
APPL40776958533,20,265
APPL40810396913,31.5,567
APPL40820537944,13.99,698
APPL40841498546,20,874
APPL40842139309,20,265
APPL40842527503,13.99,1163
APPL40855173512,15.75,701
APPL40861121501,19,1167
APPL40868826507,14.25,481
APPL40882901717,16.75,1724
APPL40883782932,13,402
APPL40901506508,18.25,1088
APPL40904274139,15.5,349
APPL40933505305,37,464
APPL40944487705,13.99,2732
APPL40944615333,15.75,846
APPL40958544933,20,1139
APPL40976262901,13.5,717
APPL40980163937,16.75,915
APPL40986407106,18.25,907
APPL40993725519,13.99,1347
APPL50009391337,20,372
APPL50010497146,25.5,1906
APPL50012788526,13.99,1186
APPL50026249347,18,762
APPL50026719704,20,372
APPL50037228321,20,372
APPL50038569529,31.5,959
APPL50045133934,13.5,1970
APPL50061138107,31.5,885
APPL50067816911,15.25,1196
APPL50073403514,15.75,1051
APPL50085971305,31.5,775
APPL50089912745,20,954
APPL50093225124,16.75,865
APPL50151171738,17,577
APPL50151868339,31.5,885
APPL50154259524,18.25,295
APPL50161475104,24,1586
APPL50162136504,15.25,1817
APPL50162743133,14.85,2248
APPL50201379529,19,1167
APPL50204469707,20,913
APPL50215314941,18,762
APPL50221014304,19.75,791
APPL50263962713,18.25,885
APPL50304653728,13.99,683
APPL50328347947,33,862
APPL50348053913,15.5,2106
APPL50384302932,16,1216
APPL50390327342,13.99,698
APPL50404641532,20,304
APPL50415478529,14.85,711
APPL50420658312,15.5,349
APPL50444157738,13.99,1093
APPL50448547914,31.5,922
APPL50451402334,14.85,1518
APPL50457715936,13.99,1489
APPL50459831924,20,396
APPL50464916108,31.5,1033
APPL50466604538,20,1007
APPL50468064926,13.25,809
APPL50470888533,14.5,1158
APPL50476149301,16.75,1184
APPL50476168147,14.49,1517
APPL50505331133,24,863
APPL50516902116,18.5,924
APPL50553264328,20,768
APPL50554399313,15.5,843
APPL50560488727,17.5,2512
APPL50575546912,15.35,1808
APPL50577455132,19,778
APPL50617262105,18.25,1149
APPL50619313149,28.5,833
APPL50621497536,17,1783
APPL50627118337,15.5,914
APPL50631087324,20,768
APPL50632346102,16.25,734
APPL50636488705,20,743
APPL50638344729,20,768
APPL50656589128,20,3705
APPL50660728323,20,1018
APPL50673203113,15.5,983
APPL50674019317,15.5,1039
APPL50675162506,31.5,567
APPL50684092931,20,609
APPL50688548919,20,1298
APPL50702468746,31,1286
APPL50711758128,20,1069
APPL50713648336,15,238
APPL50730827314,15.25,904
APPL50734752537,15,1733
APPL50748928503,20,913
APPL50755771509,13.99,683
APPL50766133324,15.25,4175
APPL50768152702,35.5,902
APPL50804311716,20,2191
APPL50814236328,17.5,1019
APPL50837653306,14.49,1461
APPL50862723733,32.5,749
APPL50869654514,13.99,546
APPL50891501525,31.5,959
APPL50932893523,20,943
APPL50949816935,24,1036
APPL50956718344,14.85,346
APPL50957939336,18.5,488
APPL50958899744,20,1217
APPL50973405942,14.5,706
APPL50986206711,13.49,1895
APPL50997646922,20,372
APPL50999089944,24,1467
APPL60003343918,18,1674
APPL60004693341,28.5,1195
APPL60006592545,24,1043
APPL60011188721,15.75,871
APPL60012299738,18.25,363
APPL60040848942,15,1075
APPL60049814123,16.75,977
APPL60051085723,19.75,527
APPL60053158333,18.25,255
APPL60059044742,13,887
APPL60062827304,17.5,582
APPL60066527914,20,3427
APPL60083053921,20,1192
APPL60087077912,17,1243
APPL60087537341,33,573
APPL60093155939,16.25,2445
APPL60100801702,16,850
APPL60135807732,20,1325
APPL60161896524,14.85,1038
APPL60167182735,28.5,551
APPL60171038941,19,778
APPL60172042117,20,874
APPL60250477119,17,289
APPL60260554711,35.5,1060
APPL60284163349,18.15,1274
APPL60291334712,35.5,228
APPL60297533725,15.5,487
APPL60319093309,20,913
APPL60322529937,13.49,897
APPL60325122349,20,743
APPL60345513701,15.5,1047
APPL60345553323,33,567
APPL60350189748,16.75,1236
APPL60370068534,28.5,1370
APPL60371125905,15.5,838
APPL60385116126,29,1771
APPL60410474319,20,1166
APPL60432066701,32.5,572
APPL60432737734,20,743
APPL60446704346,15.25,348
APPL60452335103,14.85,1968
APPL60461625901,20,2252
APPL60465013325,15.75,1209
APPL60481139116,20,509
APPL60481924942,31.5,1254
APPL60495519509,16.25,1223
APPL60526407334,18,1625
APPL60531034504,20,609
APPL60549658727,20,768
APPL60607436511,32.5,678
APPL60608555117,17.5,829
APPL60627317325,18.25,1010
